system:index,daily_date,soil_moisture,.geo
NASA_USDA_SMAP_SM20191216_20191218,2018-08-27,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191219_20191221,2018-08-28,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191222_20191224,2018-08-29,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191225_20191227,2018-08-30,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191228_20191230,2018-08-31,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20191231_20200102,2018-09-01,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200103_20200105,2018-09-02,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200106_20200108,2018-09-03,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200109_20200111,2018-09-04,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200112_20200114,2018-09-05,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200115_20200117,2018-09-06,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200118_20200120,2018-09-07,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200121_20200123,2018-09-08,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200124_20200126,2018-09-09,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200127_20200129,2018-09-10,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200130_20200201,2018-09-11,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200202_20200204,2018-09-12,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200205_20200207,2018-09-13,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200208_20200210,2018-09-14,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200211_20200213,2018-09-15,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200214_20200216,2018-09-16,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200217_20200219,2018-09-17,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200220_20200222,2018-09-18,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200223_20200225,2018-09-19,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200226_20200228,2018-09-20,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200229_20200302,2018-09-21,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200303_20200305,2018-09-22,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200306_20200308,2018-09-23,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200309_20200311,2018-09-24,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200312_20200314,2018-09-25,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200315_20200317,2018-09-26,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200318_20200320,2018-09-27,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200321_20200323,2018-09-28,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200324_20200326,2018-09-29,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200327_20200329,2018-09-30,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200330_20200401,2018-10-01,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200402_20200404,2018-10-02,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200405_20200407,2018-10-03,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200408_20200410,2018-10-04,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200411_20200413,2018-10-05,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200414_20200416,2018-10-06,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200417_20200419,2018-10-07,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200420_20200422,2018-10-08,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200423_20200425,2018-10-09,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200426_20200428,2018-10-10,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200429_20200501,2018-10-11,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200502_20200504,2018-10-12,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200505_20200507,2018-10-13,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200508_20200510,2018-10-14,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200511_20200513,2018-10-15,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200514_20200516,2018-10-16,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200517_20200519,2018-10-17,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200520_20200522,2018-10-18,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200523_20200525,2018-10-19,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200526_20200528,2018-10-20,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200529_20200531,2018-10-21,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200601_20200603,2018-10-22,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200604_20200606,2018-10-23,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200607_20200609,2018-10-24,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200610_20200612,2018-10-25,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200613_20200615,2018-10-26,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200616_20200618,2018-10-27,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200619_20200621,2018-10-28,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200622_20200624,2018-10-29,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200625_20200627,2018-10-30,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200628_20200630,2018-10-31,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200701_20200703,2018-11-01,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200704_20200706,2018-11-02,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200707_20200709,2018-11-03,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200710_20200712,2018-11-04,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200713_20200715,2018-11-05,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200716_20200718,2018-11-06,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200719_20200721,2018-11-07,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200722_20200724,2018-11-08,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200725_20200727,2018-11-09,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200728_20200730,2018-11-10,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200731_20200802,2018-11-11,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200803_20200805,2018-11-12,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200806_20200808,2018-11-13,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200809_20200811,2018-11-14,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200812_20200814,2018-11-15,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200815_20200817,2018-11-16,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200818_20200820,2018-11-17,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200821_20200823,2018-11-18,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200824_20200826,2018-11-19,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200827_20200829,2018-11-20,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200830_20200901,2018-11-21,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200902_20200904,2018-11-22,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200905_20200907,2018-11-23,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200908_20200910,2018-11-24,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200911_20200913,2018-11-25,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200914_20200916,2018-11-26,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200917_20200919,2018-11-27,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200920_20200922,2018-11-28,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200923_20200925,2018-11-29,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200926_20200928,2018-11-30,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20200929_20201001,2018-12-01,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201002_20201004,2018-12-02,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201005_20201007,2018-12-03,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201008_20201010,2018-12-04,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201011_20201013,2018-12-05,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201014_20201016,2018-12-06,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201017_20201019,2018-12-07,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201020_20201022,2018-12-08,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201023_20201025,2018-12-09,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201026_20201028,2018-12-10,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201029_20201031,2018-12-11,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201101_20201103,2018-12-12,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201104_20201106,2018-12-13,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201107_20201109,2018-12-14,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201110_20201112,2018-12-15,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201113_20201115,2018-12-16,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201116_20201118,2018-12-17,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201119_20201121,2018-12-18,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201122_20201124,2018-12-19,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201125_20201127,2018-12-20,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201128_20201130,2018-12-21,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201201_20201203,2018-12-22,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201204_20201206,2018-12-23,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201207_20201209,2018-12-24,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201210_20201212,2018-12-25,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201213_20201215,2018-12-26,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201216_20201218,2018-12-27,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201219_20201221,2018-12-28,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201222_20201224,2018-12-29,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201225_20201227,2018-12-30,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201228_20201230,2018-12-31,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20201231_20210102,2019-01-01,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210103_20210105,2019-01-02,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210106_20210108,2019-01-03,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210109_20210111,2019-01-04,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210112_20210114,2019-01-05,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210115_20210117,2019-01-06,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210118_20210120,2019-01-07,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210121_20210123,2019-01-08,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210124_20210126,2019-01-09,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210127_20210129,2019-01-10,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210130_20210201,2019-01-11,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210202_20210204,2019-01-12,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210205_20210207,2019-01-13,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210208_20210210,2019-01-14,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210211_20210213,2019-01-15,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210214_20210216,2019-01-16,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210217_20210219,2019-01-17,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210220_20210222,2019-01-18,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210223_20210225,2019-01-19,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210226_20210228,2019-01-20,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210301_20210303,2019-01-21,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210304_20210306,2019-01-22,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210307_20210309,2019-01-23,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210310_20210312,2019-01-24,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210313_20210315,2019-01-25,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210316_20210318,2019-01-26,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210319_20210321,2019-01-27,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210322_20210324,2019-01-28,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210325_20210327,2019-01-29,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210328_20210330,2019-01-30,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210331_20210402,2019-01-31,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210403_20210405,2019-02-01,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210406_20210408,2019-02-02,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210409_20210411,2019-02-03,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210412_20210414,2019-02-04,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210415_20210417,2019-02-05,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210418_20210420,2019-02-06,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210421_20210423,2019-02-07,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210424_20210426,2019-02-08,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210427_20210429,2019-02-09,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210430_20210502,2019-02-10,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210503_20210505,2019-02-11,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210506_20210508,2019-02-12,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210509_20210511,2019-02-13,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210512_20210514,2019-02-14,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210515_20210517,2019-02-15,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210518_20210520,2019-02-16,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210521_20210523,2019-02-17,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210524_20210526,2019-02-18,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210527_20210529,2019-02-19,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210530_20210601,2019-02-20,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210602_20210604,2019-02-21,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210605_20210607,2019-02-22,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210608_20210610,2019-02-23,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210611_20210613,2019-02-24,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210614_20210616,2019-02-25,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210617_20210619,2019-02-26,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210620_20210622,2019-02-27,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210623_20210625,2019-02-28,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210626_20210628,2019-03-01,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210629_20210701,2019-03-02,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210702_20210704,2019-03-03,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210705_20210707,2019-03-04,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210708_20210710,2019-03-05,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210711_20210713,2019-03-06,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210714_20210716,2019-03-07,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210717_20210719,2019-03-08,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210720_20210722,2019-03-09,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210723_20210725,2019-03-10,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210726_20210728,2019-03-11,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210729_20210731,2019-03-12,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210801_20210803,2019-03-13,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210804_20210806,2019-03-14,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210807_20210809,2019-03-15,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210810_20210812,2019-03-16,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210813_20210815,2019-03-17,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210816_20210818,2019-03-18,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210819_20210821,2019-03-19,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210822_20210824,2019-03-20,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210825_20210827,2019-03-21,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210828_20210830,2019-03-22,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210831_20210902,2019-03-23,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210903_20210905,2019-03-24,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210906_20210908,2019-03-25,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210909_20210911,2019-03-26,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210912_20210914,2019-03-27,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210915_20210917,2019-03-28,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210918_20210920,2019-03-29,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210921_20210923,2019-03-30,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210924_20210926,2019-03-31,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210927_20210929,2019-04-01,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20210930_20211002,2019-04-02,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20211003_20211005,2019-04-03,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20211006_20211008,2019-04-04,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20211009_20211011,2019-04-05,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20211012_20211014,2019-04-06,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20211015_20211017,2019-04-07,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20211018_20211020,2019-04-08,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20211021_20211023,2019-04-09,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20211024_20211026,2019-04-10,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20211027_20211029,2019-04-11,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20211030_20211101,2019-04-12,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20211102_20211104,2019-04-13,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20211105_20211107,2019-04-14,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20211108_20211110,2019-04-15,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20211111_20211113,2019-04-16,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20211114_20211116,2019-04-17,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20211117_20211119,2019-04-18,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20211120_20211122,2019-04-19,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20211123_20211125,2019-04-20,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20211126_20211128,2019-04-21,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20211129_20211201,2019-04-22,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20211202_20211204,2019-04-23,,"{""type"":""MultiPoint"",""coordinates"":[]}"
NASA_USDA_SMAP_SM20211205_20211207,2019-04-24,,"{""type"":""MultiPoint"",""coordinates"":[]}"
